{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.4389}
{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.8625}
{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.5667}
{'neg': 0.18, 'neu': 0.703, 'pos': 0.117, 'compound': -0.2023}
{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}
{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}
{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.1027}
{'neg': 0.255, 'neu': 0.303, 'pos': 0.442, 'compound': 0.6249}
{'neg': 0.123, 'neu': 0.718, 'pos': 0.159, 'compound': 0.1779}
{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.0772}
{'neg': 0.322, 'neu': 0.678, 'pos': 0.0, 'compound': -0.6908}
{'neg': 0.187, 'neu': 0.719, 'pos': 0.094, 'compound': -0.3182}
{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.0772}
{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.128}
{'neg': 0.147, 'neu': 0.853, 'pos': 0.0, 'compound': -0.2263}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.146, 'neu': 0.732, 'pos': 0.122, 'compound': -0.1027}
{'neg': 0.265, 'neu': 0.735, 'pos': 0.0, 'compound': -0.5574}
{'neg': 0.099, 'neu': 0.778, 'pos': 0.123, 'compound': 0.0875}
{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.4215}
{'neg': 0.229, 'neu': 0.625, 'pos': 0.146, 'compound': -0.2937}
{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.5574}
{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.34}
{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.3182}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.144, 'neu': 0.691, 'pos': 0.165, 'compound': 0.1027}
{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.3612}
{'neg': 0.291, 'neu': 0.709, 'pos': 0.0, 'compound': -0.4767}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.201, 'neu': 0.727, 'pos': 0.073, 'compound': -0.354}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.34}
{'neg': 0.329, 'neu': 0.488, 'pos': 0.183, 'compound': -0.296}
{'neg': 0.255, 'neu': 0.745, 'pos': 0.0, 'compound': -0.34}
{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.128}
{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.25}
{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.128}
{'neg': 0.304, 'neu': 0.541, 'pos': 0.155, 'compound': -0.4939}
{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.8074}
{'neg': 0.174, 'neu': 0.618, 'pos': 0.208, 'compound': 0.1531}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.3818}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.353, 'neu': 0.647, 'pos': 0.0, 'compound': -0.7964}
{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.2023}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.48, 'neu': 0.52, 'pos': 0.0, 'compound': -0.807}
{'neg': 0.0, 'neu': 0.883, 'pos': 0.117, 'compound': 0.2755}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.34}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.0, 'neu': 0.407, 'pos': 0.593, 'compound': 0.8074}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.389, 'neu': 0.611, 'pos': 0.0, 'compound': -0.6249}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.3818}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.2023}
{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.7506}
{'neg': 0.087, 'neu': 0.683, 'pos': 0.23, 'compound': 0.5106}
{'neg': 0.514, 'neu': 0.486, 'pos': 0.0, 'compound': -0.8126}
{'neg': 0.152, 'neu': 0.69, 'pos': 0.159, 'compound': 0.0258}
{'neg': 0.379, 'neu': 0.621, 'pos': 0.0, 'compound': -0.6705}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.116, 'neu': 0.704, 'pos': 0.181, 'compound': 0.3182}
{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}
{'neg': 0.071, 'neu': 0.551, 'pos': 0.378, 'compound': 0.7779}
{'neg': 0.127, 'neu': 0.79, 'pos': 0.082, 'compound': -0.3182}
{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.7783}
{'neg': 0.264, 'neu': 0.571, 'pos': 0.166, 'compound': -0.1833}
{'neg': 0.138, 'neu': 0.862, 'pos': 0.0, 'compound': -0.1531}
{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.5574}
{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.1779}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.6597}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.223, 'neu': 0.777, 'pos': 0.0, 'compound': -0.3182}
{'neg': 0.0, 'neu': 0.846, 'pos': 0.154, 'compound': 0.3724}
{'neg': 0.315, 'neu': 0.685, 'pos': 0.0, 'compound': -0.3182}
{'neg': 0.341, 'neu': 0.659, 'pos': 0.0, 'compound': -0.6908}
{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.4588}
{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.1779}
{'neg': 0.049, 'neu': 0.729, 'pos': 0.222, 'compound': 0.6133}
{'neg': 0.21, 'neu': 0.513, 'pos': 0.277, 'compound': 0.0772}
{'neg': 0.175, 'neu': 0.699, 'pos': 0.126, 'compound': -0.1779}
{'neg': 0.223, 'neu': 0.777, 'pos': 0.0, 'compound': -0.3182}
{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.6705}
{'neg': 0.608, 'neu': 0.392, 'pos': 0.0, 'compound': -0.9081}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.8074}
{'neg': 0.24, 'neu': 0.62, 'pos': 0.14, 'compound': -0.3182}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.264, 'neu': 0.736, 'pos': 0.0, 'compound': -0.5106}
{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.8074}
{'neg': 0.164, 'neu': 0.657, 'pos': 0.178, 'compound': 0.3182}
{'neg': 0.151, 'neu': 0.849, 'pos': 0.0, 'compound': -0.1531}
{'neg': 0.281, 'neu': 0.719, 'pos': 0.0, 'compound': -0.5994}
{'neg': 0.598, 'neu': 0.402, 'pos': 0.0, 'compound': -0.8555}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.196, 'neu': 0.615, 'pos': 0.19, 'compound': -0.0258}
{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.4019}
{'neg': 0.343, 'neu': 0.657, 'pos': 0.0, 'compound': -0.6908}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.1027}
{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.6124}
{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5267}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.203, 'neu': 0.654, 'pos': 0.144, 'compound': -0.2263}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.34}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.3818}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.4019}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4168}
{'neg': 0.377, 'neu': 0.457, 'pos': 0.166, 'compound': -0.5719}
{'neg': 0.478, 'neu': 0.522, 'pos': 0.0, 'compound': -0.6705}
{'neg': 0.328, 'neu': 0.41, 'pos': 0.262, 'compound': -0.3182}
{'neg': 0.279, 'neu': 0.721, 'pos': 0.0, 'compound': -0.4767}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.214, 'neu': 0.687, 'pos': 0.099, 'compound': -0.3612}
{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.4168}
{'neg': 0.227, 'neu': 0.773, 'pos': 0.0, 'compound': -0.6249}
{'neg': 0.135, 'neu': 0.529, 'pos': 0.337, 'compound': 0.6369}
{'neg': 0.157, 'neu': 0.843, 'pos': 0.0, 'compound': -0.3818}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.4019}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.0, 'neu': 0.735, 'pos': 0.265, 'compound': 0.5574}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.18, 'neu': 0.703, 'pos': 0.117, 'compound': -0.2023}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.174, 'neu': 0.618, 'pos': 0.208, 'compound': 0.1531}
{'neg': 0.091, 'neu': 0.616, 'pos': 0.293, 'compound': 0.6808}
{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.1027}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.3182}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.111, 'neu': 0.889, 'pos': 0.0, 'compound': -0.128}
{'neg': 0.44, 'neu': 0.56, 'pos': 0.0, 'compound': -0.6705}
{'neg': 0.212, 'neu': 0.788, 'pos': 0.0, 'compound': -0.5423}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.294, 'neu': 0.706, 'pos': 0.0, 'compound': -0.6604}
{'neg': 0.185, 'neu': 0.672, 'pos': 0.143, 'compound': -0.128}
{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.2023}
{'neg': 0.208, 'neu': 0.602, 'pos': 0.19, 'compound': -0.1027}
{'neg': 0.207, 'neu': 0.603, 'pos': 0.19, 'compound': -0.0516}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.3612}
{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}
{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.5423}
{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.1779}
{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.34}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.28, 'neu': 0.72, 'pos': 0.0, 'compound': -0.5423}
{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.4588}
{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.128}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.408, 'neu': 0.592, 'pos': 0.0, 'compound': -0.7845}
{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.3182}
{'neg': 0.357, 'neu': 0.643, 'pos': 0.0, 'compound': -0.6124}
{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.4215}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.0258}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}
{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}
{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.6249}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.5574}
{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.5667}
{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4168}
{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.3612}
{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.4019}
{'neg': 0.178, 'neu': 0.71, 'pos': 0.112, 'compound': -0.2732}
{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
